mean,std,bg_cv,edge_mean,hf_ratio,psnr,ssim,filename,cell_line,quality,degradation
127.46221317744755,49.93676681456315,0.3919250630461252,218.3884509179992,0.870564170830454,14.253167579086227,0.05245942445934339,A172_Phase_A7_1_00d04h00m_1,A172,low,noise_50
144.61276770104894,12.586019229149032,0.05059310214362509,28.464947760598367,0.046057624111894194,21.677181989783428,0.7236134160794933,A172_Phase_A7_1_00d04h00m_1,A172,low,combined_mild
127.54563756555945,49.984136402092204,0.3904844377098931,218.82651468659313,0.870673581562094,14.251182859778663,0.05653496615207331,A172_Phase_A7_1_00d08h00m_3,A172,low,noise_50
144.57070858828672,12.539730969474634,0.04545771140092093,28.78759721681163,0.04760219500641773,21.656722218868186,0.7161867441780944,A172_Phase_A7_1_00d08h00m_3,A172,low,combined_mild
127.43939302884615,50.0417412445481,0.3946167588359835,219.67218657282223,0.8704260387764876,14.2440995158405,0.059428702585936674,A172_Phase_A7_1_00d12h00m_3,A172,low,noise_50
144.63520815122376,12.473671310700034,0.05363486512807587,28.954688994168293,0.047649418896424336,21.618785333758513,0.7026689993952682,A172_Phase_A7_1_00d12h00m_3,A172,low,combined_mild
127.60249672202798,49.83898084298502,0.39296179187853275,217.72909291531644,0.8724071340309569,14.248111856977593,0.05007024316986054,A172_Phase_A7_1_00d20h00m_1,A172,low,noise_50
144.6596782124126,12.150396948519525,0.04312980075658053,27.237941209478564,0.04416089592616147,21.68577089879551,0.699401873471192,A172_Phase_A7_1_00d20h00m_1,A172,low,combined_mild
127.56260926573427,49.96193434626059,0.3971170870831852,218.4597988799299,0.870851294754129,14.247271541240154,0.05616226216560706,A172_Phase_A7_1_01d00h00m_1,A172,low,noise_50
144.64416794143358,12.377708307218219,0.05107658549017107,28.480057865180914,0.04660551281755298,21.653036971403687,0.7020628848887086,A172_Phase_A7_1_01d00h00m_1,A172,low,combined_mild
127.50404829545455,50.02493259485759,0.3924157734323761,218.56418860893297,0.8712443167740503,14.232033925842153,0.05611034694550107,A172_Phase_A7_1_01d04h00m_1,A172,low,noise_50
144.6403791520979,12.371428582814124,0.04592516619635481,28.402709156359307,0.04701457922734264,21.637231192545208,0.6986284342691425,A172_Phase_A7_1_01d04h00m_1,A172,low,combined_mild
127.30864291958042,50.01664181785154,0.39813223626448196,219.5982041314251,0.8697142896176602,14.248289892877285,0.06099367202796797,A172_Phase_A7_1_01d08h00m_1,A172,low,noise_50
144.61823918269232,12.361878508388834,0.04926692802408504,28.91817193849832,0.04832047244667111,21.60531582676719,0.6866448990222825,A172_Phase_A7_1_01d08h00m_1,A172,low,combined_mild
127.42095170454546,50.08139371840429,0.3939954725524683,219.84332569951886,0.8710264923228048,14.238447505778812,0.06106133655203648,A172_Phase_A7_1_01d12h00m_1,A172,low,noise_50
144.63055889423077,12.395794664085,0.04943723217061776,29.068886934770582,0.04820736311701641,21.611743758083982,0.6874415966542978,A172_Phase_A7_1_01d12h00m_1,A172,low,combined_mild
127.56144012237762,50.0488238483096,0.39281225969929434,218.8568124590064,0.8720050789548028,14.247198176161804,0.06376064245625608,A172_Phase_A7_1_01d16h00m_1,A172,low,noise_50
144.60804195804195,12.400754475058648,0.04418917901092623,29.347685470347006,0.049014835034353874,21.605569253804923,0.677747453949537,A172_Phase_A7_1_01d16h00m_1,A172,low,combined_mild
127.50075393356643,50.409376875404334,0.39661428140801325,221.48797710738168,0.8682838875436873,14.246456415827156,0.08350200781924198,A172_Phase_A7_1_01d20h00m_2,A172,low,noise_50
144.63138931381118,12.799951887282534,0.05950900894870951,31.804423279033212,0.05512838242800117,21.428413673130088,0.6644340806812944,A172_Phase_A7_1_01d20h00m_2,A172,low,combined_mild
127.47703234265734,50.48352422873377,0.3963314223811461,222.81408438989212,0.86640960921549,14.2556884354871,0.09236607902964004,A172_Phase_A7_1_02d00h00m_3,A172,low,noise_50
144.5886828015734,12.897100120697385,0.05198788424253298,33.144382769682835,0.05958212705930314,21.400793524269872,0.6529226715079738,A172_Phase_A7_1_02d00h00m_3,A172,low,combined_mild
127.54618662587413,50.4046220721488,0.4009730354010316,221.404879150686,0.8700949767191488,14.264885888083288,0.09224114550088926,A172_Phase_A7_1_02d08h00m_2,A172,low,noise_50
144.61468804632867,12.724053713077765,0.0485114315541669,32.21337508371294,0.05999341561476894,21.350608932103547,0.6316839210320556,A172_Phase_A7_1_02d08h00m_2,A172,low,combined_mild
127.43818564248252,50.252111426338445,0.3902345053865058,220.9200581961204,0.869422887198345,14.247321795796992,0.07831499694759408,A172_Phase_A7_1_02d12h00m_3,A172,low,noise_50
144.62013494318182,12.662466754841043,0.0488066153526348,31.528802923298375,0.054768369024075295,21.493707297515847,0.65330035034307,A172_Phase_A7_1_02d12h00m_3,A172,low,combined_mild
127.50256774475524,50.60789050823399,0.394555188508419,223.27100025605543,0.8692862731697141,14.245945834345513,0.09805059906213338,A172_Phase_A7_1_02d16h00m_4,A172,low,noise_50
144.5854348776224,12.895284950655752,0.04956676352308931,33.15888187417773,0.06171020391097574,21.30739718475022,0.6235210827670385,A172_Phase_A7_1_02d16h00m_4,A172,low,combined_mild
127.51876365821678,50.14684901473819,0.38471444949337047,220.39115473026365,0.8681615169597293,14.252717084815384,0.07310329983484344,A172_Phase_A7_1_03d00h00m_1,A172,low,noise_50
144.64920236013987,12.554106301449988,0.046231637965362636,31.217341878320937,0.05305196444693721,21.57064102447549,0.6630059499152711,A172_Phase_A7_1_03d00h00m_1,A172,low,combined_mild
127.4119263548951,49.8782313768195,0.39585623856552865,218.06266258495936,0.8686438309586318,14.243189237734889,0.04430457646089182,A172_Phase_A7_2_00d00h00m_1,A172,low,noise_50
144.58518629807693,12.430709116288613,0.045118855652924235,27.392703008630985,0.04273587574442142,21.779119455528324,0.7369281320046767,A172_Phase_A7_2_00d00h00m_1,A172,low,combined_mild
127.56213395979022,49.928217832386565,0.3894591976036094,218.48406672408436,0.8684073156120966,14.253063597906927,0.05115093027875064,A172_Phase_A7_2_00d04h00m_1,A172,low,noise_50
144.64134069055945,12.630373297229738,0.05301482551025711,28.451818981795444,0.045634756278735845,21.694219493759256,0.728079821158246,A172_Phase_A7_2_00d04h00m_1,A172,low,combined_mild
127.43300644667832,49.79344158860622,0.39137358374843445,217.8673504330178,0.872267477477163,14.257323311180592,0.04922005749773427,A172_Phase_A7_2_00d08h00m_1,A172,low,noise_50
144.63987652972028,12.385663657350252,0.045364405749412764,27.59504390255358,0.04308611476803249,21.6945056254894,0.7156097950879804,A172_Phase_A7_2_00d08h00m_1,A172,low,combined_mild
127.38516444493007,49.89277583036724,0.38795546293532873,218.01809404000255,0.8726957878592132,14.238860115973823,0.04921442225688546,A172_Phase_A7_2_00d12h00m_1,A172,low,noise_50
144.64837194055943,12.305501124551796,0.054443122027737115,27.745704324510527,0.04447104520154368,21.71203767384857,0.7111968702525873,A172_Phase_A7_2_00d12h00m_1,A172,low,combined_mild
127.40677447552447,49.89525283492786,0.39100740431178965,218.18598727276907,0.8719862175644543,14.24384084898312,0.05101222633103906,A172_Phase_A7_2_00d16h00m_1,A172,low,noise_50
144.62989237325175,12.243189233375352,0.04326207407566656,27.637171848002705,0.044805284411068014,21.699491633290986,0.7027340416631734,A172_Phase_A7_2_00d16h00m_1,A172,low,combined_mild
127.5512538243007,49.915517852002765,0.3895127493436659,217.88784259868478,0.871688269631311,14.238556153428606,0.05144764672549752,A172_Phase_A7_2_00d20h00m_2,A172,low,noise_50
144.57981588723777,12.263208219720823,0.047071505098435315,28.04104210932341,0.04502385898286367,21.721468470098387,0.7063886362034847,A172_Phase_A7_2_00d20h00m_2,A172,low,combined_mild
127.55083588286713,49.96897310780988,0.3916527720055372,218.77219508528873,0.8695737719696179,14.25378204913567,0.058385203207725986,A172_Phase_A7_2_01d00h00m_2,A172,low,noise_50
144.61322661713288,12.391124485267527,0.04526150088928984,28.88706541908853,0.04733863701614315,21.665942870543585,0.7011623075435358,A172_Phase_A7_2_01d00h00m_2,A172,low,combined_mild
127.48568072552447,50.31004893853601,0.3994749928295926,220.81646076539988,0.8705510269946098,14.242296425311514,0.07711705277931256,A172_Phase_A7_2_01d04h00m_3,A172,low,noise_50
144.59515133304197,12.576948862248368,0.04634377712900227,30.206392724829264,0.05258228348016127,21.452004649203197,0.6634081755016472,A172_Phase_A7_2_01d04h00m_3,A172,low,combined_mild
127.45406195367133,50.236570519262244,0.3982436506452461,220.3863623339634,0.8716757769772099,14.238262247978755,0.07232929821533689,A172_Phase_A7_2_01d08h00m_3,A172,low,noise_50
144.5994700611888,12.500631965798357,0.046071569493331965,30.07956008955678,0.052539681863752796,21.52553732547018,0.6658193342940212,A172_Phase_A7_2_01d08h00m_3,A172,low,combined_mild
127.46707823426573,50.32460142076725,0.3950221388165758,221.14015486855547,0.8695364862368673,14.235514557530443,0.07614546413647279,A172_Phase_A7_2_01d16h00m_1,A172,low,noise_50
144.6236888111888,12.602331282110887,0.05085623893656822,30.68911535619937,0.05272544596576516,21.495538363894518,0.6665467579803857,A172_Phase_A7_2_01d16h00m_1,A172,low,combined_mild
127.50618170891609,50.49578021933666,0.39315357509853815,222.14815892141704,0.8705040963521087,14.249542944888447,0.09245946549579395,A172_Phase_A7_2_01d20h00m_3,A172,low,noise_50
144.52853201486013,12.761983602807357,0.051736977253545015,32.216304795641406,0.057990319458193766,21.355250717381516,0.6345738048265731,A172_Phase_A7_2_01d20h00m_3,A172,low,combined_mild
127.42077961101398,50.54843181594556,0.3900737943143159,223.00006434689382,0.8686476012875918,14.246625803252385,0.09444469931656763,A172_Phase_A7_2_02d00h00m_3,A172,low,noise_50
144.57199792395105,12.773069373501242,0.04810388861729019,32.44737196194391,0.05906014819750337,21.33734828219826,0.6267487385433262,A172_Phase_A7_2_02d00h00m_3,A172,low,combined_mild
127.44743771853148,50.295781617177305,0.39145758916837675,221.4572669809778,0.8705613870554676,14.263567990559348,0.0858030905328923,A172_Phase_A7_2_02d04h00m_3,A172,low,noise_50
144.58062991695803,12.696129601514366,0.04803248934178665,31.73769001689354,0.056794151211759576,21.434350321929138,0.6335053126176043,A172_Phase_A7_2_02d04h00m_3,A172,low,combined_mild
127.37564466783216,50.43669895118306,0.3994533612861921,221.62760013924313,0.870400755741465,14.252780813752839,0.09221441063497472,A172_Phase_A7_2_02d08h00m_3,A172,low,noise_50
144.6319629589161,12.669618522463367,0.052552881460321,31.940481984106125,0.058414020617983585,21.345908155149548,0.6137294138708215,A172_Phase_A7_2_02d08h00m_3,A172,low,combined_mild
127.3698590472028,50.59438240977758,0.39605439202867887,223.0773569664217,0.8679306806585587,14.23028712190475,0.09119139189965283,A172_Phase_A7_2_02d12h00m_3,A172,low,noise_50
